Codigo Institucion;Nombre Institucion;Estado;Numero Identificacion Tributaria - NIT;Principal/Seccional;Naturaleza Jur≠dica;Sector;Caracter Academico;Departamento Domicilio;Municipio Domicilio;Direccion Domicilio;Telefono Domicilio;Ente Emite la Norma de Creacion;Tipo Acto Administrativo Norma de Creacion;Número Norma de Creacion;Fecha Norma de Creacion;Programas Vigentes;Pˇgina Web;Acreditada Alta Calidad;Fecha Acreditacion;Resolucion de la acreditacion;Vigencia de la acreditacion;Mision;Nombre;Apellido;Cargo;Tipo Acto Nombramiento;Numero Acto Nombramiento;Fecha Norma;Fecha Desde;Fecha Hasta;Nombre;Apellido;Cargo;Tipo Acto Nombramiento;Número Acto Nombramiento;Fecha Norma;Fecha desde;Fecha hasta;Tipo Cubrimiento;Departamento;Municipio
3820;CORPORACION ACADEMIA TECNOLOGICA DE COLOMBIA -ATEC-;ACTIVA;NO INFORMA;PRINCIPAL;CORPORACION;PRIVADA;INSTITUCION TECNOLOGICA;ANTIOQUIA;MEDELLIN;Carrera 42  47-82 Centro;2171005;MINISTERIO DE EDUCACION NACIONAL;RESOLUCION;13298;24/10/1986;3;www.atec.edu.co;NO;;;;"ES MISION DE LA CORPORACION ACADEMIA TECNOLOGICA DE COLOMBIA &quot;ATEC&quot;:

- BUSCA LA FORMACIÖN INTEGRAL DEL HOMBRE Y FOMENTA SU MEJORAMIENTO CONTINUO MEDIANTE EL PERFECCIONAMIENTO DE MêTODOS PEDAGÖGICOS EN DISTINTOS CAMPOS DEL CONOCIMIENTO,APORTANDO ASô ELEMENTOS PARA ELEVAR EL NIVEL DE LA EDUCACIÖN SUPERIOR DINAMIZANDO LO CIENTôFICO PARA DESCUBRIR E INTERPRETAR LA REALIDAD SIEMPRE EN BENEFICIO DE LA SOCIEDAD";NATALIA ANDREA;FORERO GOMEZ;RECTOR;ACTA;13298;4/02/2009;12/02/2009;;NATALIA ANDREA;FORERO GOMEZ;REPRESENTANTE LEGAL;ACTA;1;4/02/2009;12/02/2009;;;ANTIOQUIA;MEDELLIN
4838;CORPORACION BOLIVARIANA DE EDUCACION SUPERIOR - CORBES -;INACTIVA;1;PRINCIPAL;CORPORACION;PRIVADA;INSTITUCION TECNICA PROFESIONAL;NORTE DE SANTANDER;CUCUTA;Avda 1 No. 2 - 63 Barrio Lleras;5740254;MINISTERIO DE EDUCACION NACIONAL;RESOLUCION;1018;18/05/1999;0;www.corbes.edu.co;NO;;;;NO INFORMA;HECTOR JULIO;SANABRIA LANDAZABAL;RECTOR;ACTA;1018;5/05/2010;5/05/2010;4/05/2013;MELVI SENAIDA;ALVAREZ;REPRESENTANTE LEGAL;ACTA;10;30/09/2013;30/09/2013;30/09/2017;;NORTE DE SANTANDER;CUCUTA
4806;CORPORACION CENTRO DE ESTUDIOS ARTISTICOS Y TECNICOS-CEART-;ACTIVA;860.036.444-2;PRINCIPAL;CORPORACION;PRIVADA;INSTITUCION TECNICA PROFESIONAL;BOGOTA D.C;BOGOTA D.C.;Calle 42 No.13-26;3405125;MINISTERIO DE JUSTICIA;NO INFORMA;1727;22/04/1974;3;www.ce-art.edu.co;NO;;;;MISION;Daniel;Durˇn Barrera;RECTOR;ACTA;1727;20/02/2017;1/03/2017;28/02/2020;Daniel;Durˇn  Barrera;REPRESENTANTE LEGAL;ACTA;74;20/02/2017;1/03/2017;28/02/2020;;BOGOTA D.C;BOGOTA D.C.
4809;CORPORACION CENTRO TECNICO ARQUITECTONICO;INACTIVA;891.411.199-3;PRINCIPAL;CORPORACION;PRIVADA;INSTITUCION TECNICA PROFESIONAL;RISARALDA;PEREIRA;Avenida 30 de Agosto 52-236;3293333;MINISTERIO DE EDUCACION NACIONAL;RESOLUCION;18512;4/10/1983;0;www.corporacioncta.edu.co;NO;;;;FORMAR PERSONAS TECNICO PROFESIONALES, HACIENDO USO DEL ESTIMULO DEL ES UNA INSTITUCION DE EDUCACION SUPERIOR DE NIVEL TECNICA PROFESIONAL DEDICADA A LA FORMACION, ENTRENAMIENTO, CONTINUIDAD Y ACTUALIZACION EDUCATIVA, DE PERSONAS CON VOCACION O TRADICION OPERATIVA EN LAS AREAS AUTORIZADAS POR EL MINISTERIO DE EDUCACION NACIONAL, SATISFACIENDO LAS DEMANDAS DE CUALIFICACION DE UN PERFIL OCUPACIONAL TECNICO OPERATIVO EN LOS DISTINTOS SECTORES PRODUCTIVOS;DIANA MILENA;BEDOYA GALINDO;RECTOR(E);ACTA;18512;7/02/2013;7/02/2013;;CRISTOBAL;FRANCO GIL;REPRESENTANTE LEGAL;ACTA;4;17/11/2007;17/11/2007;;;RISARALDA;PEREIRA
2838;CORPORACION COLEGIATURA COLOMBIANA;ACTIVA;811.024.158;PRINCIPAL;CORPORACION;PRIVADA;INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA;ANTIOQUIA;MEDELLIN;Km 7. V≠a Las Palmas;3547120;MINISTERIO DE EDUCACION NACIONAL.;RESOLUCION;1989;11/07/2000;8;www.colegiatura.edu.co;NO;;;;"LA CORPORACIÖN COLEGIATURA COLOMBIANA INSTITUCIÖN UNIVERSITARIA  TIENE COMO FILOSOFôA EDUCATIVA TRES PROPÖSITOS QUE INTEGRAN SU RAZÖN DE SER: 
+	EL RESPETO A LOS SERES HUMANOS Y SU MEDIO AMBIENTE
+	EL LOGRO DE LA EXCELENCIA ACADêMICA
+	LA PROYECCIÖN DE SUS ACCIONES HACIA EL BIENESTAR  COMUNITARIO

SE FUNDAMENTA PARA ELLO EN PROCESOS Y MêTODOS DE FORMACIÖN QUE CONTEMPLAN LABORES EDUCATIVAS, INSTRUCTIVAS Y DE CAPACITACIÖN COMO ESTRATEGIAS PEDAGÖGICAS ORIENTADAS A CREAR PROFESIONALES ôNTEGROS, RACIONALES Y SENSIBLES, GESTORES Y AGENTES DE VALORES ESTêTICOS, êTICOS Y CôVICOS DENTRO DE UN SABERHACER ESPECôFICO.

ASô FORMARÊ SERES HUMANOS CUYA PRINCIPAL FUNCIÖN ACADêMICA Y PROFESIONAL ESTARÊ AL SERVICIO DE LA DIGNIDAD INDIVIDUAL, COLECTIVA  Y DE LA CULTURA.

LA ACADEMIA ADOPTA PARA Sô MISMA, UN SISTEMA DE EDUCACIÖN PROGRESISTA QUE SE COMPROMETE CON LAS SIGUIENTES REALIZACIONES:
+	QUE PERMITA ACCEDER DE MANERA LIBRE Y SIN RESTRICCIONES A CUALQUIER ÊREA DEL CONOCIMIENTO,
+ 	QUE POSEA COMO PRINCIPIO PEDAGÖGICO EL RESPETO Y ACEPTACIÖN DE LOS DERECHOS HUMANOS, LAS DIFERENCIAS INDIVIDUALES Y SOCIALES DE SUS ALUMNOS Y DOCENTES,
+	QUE ELABORE, IMPLEMENTE Y EJECUTE UN SISTEMA DE PLANEACIÖN PROSPECTIVO, FUNDAMENTADO EN LA 	 INVESTIGACIÖN, EN PROCURA DE LA CONSTANTE ACTUALIZACIÖN Y LA SABIA INTERVENCIÖN EN LA CULTURA.

LA INTEGRIDAD Y AUTOREALIZACIÖN DEL SER HUMANO COMO PRINCIPIOS, LA FORMACIÖN EN LA EXCELENCIA ACADêMICA COMO FINALIDAD Y EL DESARROLLO SOCIAL COMO EFECTO, SON LA MISIÖN DE LA CORPORACIÖN COLEGIATURA COLOMBIANA INSTITUCIÖN UNIVERSITARIA.";JULIO ARMANDO;SALLEG TABOADA;RECTOR;ACTA;1989;13/01/2012;1/02/2012;;JULIO ARMANDO;SALLEG TABOADA;REPRESENTANTE LEGAL;ACTA;40;13/01/2012;1/02/2012;;;ANTIOQUIA;MEDELLIN
2835;CORPORACION CRISTIANA UNIVERSITARIA DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA;INACTIVA;NO INFORMA;PRINCIPAL;CORPORACION;PRIVADA;INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA;SAN ANDRES Y PROVIDENCIA;SAN ANDRES;Km. 14   2-29 South End;5130355;MINISTERIO DE EDUCACION NACIONAL.;RESOLUCION;6278;19/03/2007;0;No disponible;NO;;;;MISION;OAKLEY;FORBES BRYAN;RECTOR;NO INFORMA;6278;;;;OAKLEY;FORBES BRYAN;REPRESENTANTE LEGAL;NO INFORMA;;;;;;SAN ANDRES Y PROVIDENCIA;SAN ANDRES
3811;CORPORACION DE EDUCACION DEL NORTE DEL TOLIMA - COREDUCACION;ACTIVA;890.704.562-9;PRINCIPAL;CORPORACION;PRIVADA;INSTITUCION TECNOLOGICA;TOLIMA;HONDA;Calle 10 #29-93/33 Barrio El Reposo;2513266;MINISTERIO DE EDUCACION NACIONAL;RESOLUCION;9702;8/07/1981;9;www.coreducacion.edu.co;NO;;;;SER UNA INSTITUCIÖN DE EDUCACIÖN SUPERIOR QUE PROPICIA PROGRAMAS ALTA CALIDAD A TRAVêS DE SU TALENTO HUMANO Y SU INFRAESTRUCTURA FôSICA A LA POBLACIÖN DEL MAGDALENA MEDIO Y SU ÊREA DE INFLUENCIA PARA DESARROLLAR LA CUALIFICACION UNIVERSITARIA, CON LA EXCELENCIA REQUERIDA, CON LA VOLUNTAD DE SER COMPETITIVOS Y LIDERES EN SU PROFESION Y PROMOVER EN INTERACTUACIÖN CON EL TERRITORIO, EL SECTOR PUBLICO Y LA EMPRESA PRIVADA, POR MEDIO DE LA DOCENCIA LA INVESTIGACIÖN Y LA EXTENSIÖN, UNA SITUACIÖN DE CAMBIO QUE PERMITA LA TRANSFORMACION DE LA REGION EN LO ECONÖMICO, SOCIAL, CULTURAL Y ECOLÖGICO, BUSCANDO UN DESARROLLO SOSTENIBLE.;DAVID RAMON;CALDAS;RECTOR;ACTA;9702;7/05/2008;7/05/2008;;DAVID RAMON;CALDAS;REPRESENTANTE LEGAL;ACTA;297;7/05/2008;7/05/2008;;;TOLIMA;HONDA
4814;CORPORACION DE EDUCACION SUPERIOR MIGUEL CAMACHO PEREA;INACTIVA;NO INFORMA;PRINCIPAL;CORPORACION;PRIVADA;INSTITUCION TECNICA PROFESIONAL;VALLE DEL CAUCA;CALI;Avenida 3 Norte #44-100 Barrio  La Merced;649989;MINISTERIO DE EDUCACION NACIONAL;RESOLUCION;8533;6/06/1983;0;NO DISPONIBLE;NO;;;;"LA CORPORACION DE EDUCACION SUPERIOR MIGUEL CAMACHO PEREA PROMUEVE LA EDUCACION Y FORMACION DE PERSONAS INTEGRAS, COMPETENTES, DE PRINCIPIOS CLAROS, ETICOS, EFICIENTES, COMPROMETIDOS, PARTICIPES ACTIVOS EN EL MEJORAMIENTO COMUNITARIO Y PERSONAL, QUE RESPONDAN AL DESARROLLO NACIONAL Y DE LA REGION, MEDIANTE EL CONOCIMIENTO TECNICO, CIENTIFICO, HUMANISTICO Y ARTISTICO.
LA CORPORACION DE EDUCACION SUPERIOR MIGUEL CAMACHO PEREA, REALIZA EL SEGUIMIENTO DE SU COMUNIDAD EDUCATIVA EN SU MUNDO Y POSIBILIDADES, AYUDANDOLOS A PERFECCIONARSE EN EL AMBITO PERSONAL Y ACADEMICO, PERMITIENDOLE VIVIR Y DISFRUTAR.";DANIEL HERNAN;CAMACHO BOTERO;RECTOR;RESOLUCION;8533;16/12/1983;9/03/1984;;DANIEL HERNAN;CAMACHO BOTERO;REPRESENTANTE LEGAL;ACTA;.;10/11/2003;10/11/2003;;;VALLE DEL CAUCA;CALI
4812;CORPORACION DE EDUCACION SUPERIOR SURAMERICA;ACTIVA;860.519.585-6;PRINCIPAL;CORPORACION;PRIVADA;INSTITUCION TECNICA PROFESIONAL;BOGOTA D.C;BOGOTA D.C.;Carrera 103D 136 Bis-03;6813193;MINISTERIO DE EDUCACION NACIONAL;RESOLUCION;1311;29/02/1984;8;www.lasmercedes.edu.co;NO;;;;"LA MISION DE LA CORPORACION NUESTRA SE?ORA DE LAS MERCEDES, INSTITUCION TECNICA PROFESIONAL DE EDUCACION SUPERIOR ES PRESTAR UN SERVICIO DE CALIDAD A LA SOCIEDAD COLOMBIANA, EN UN MARCO DE LIBERTAD DE PENSAMIENTO, PLURALISMO IDEOLOGICO E ILUMINADO POR LAS ORIENTACIONES DE LA IGLESIA CATOLICA.

LA CORPORACION OFRECE A SUS ALUMNOS POSIBILIDADES COGNITIVAS, PEDAGOGICAS, CIENTIFICAS, TECNICAS Y DE DESARROLLO HUMANO, BUSCANDO FORMAR ANTE TODO PERSONAS, CON AUTONOMIA, RESPONSABILIDAD, COMPROMISO Y ETICA, CAPACES DE SOLUCIONAR PROBLEMAS Y APORTAR AL DESARROLLO CIENTIFICO, TECNICO, CULTURAL, POLITICO Y ECOLOGICO A NIVEL REGIONAL Y NACIONAL.";ALVARO;HOFFMANN VALDERRAMA;RECTOR;ACTA;1311;16/04/2010;16/04/2010;;ALVARO;HOFFMANN VALDERRAMA;REPRESENTANTE LEGAL;ACTA;145;16/04/2010;16/04/2010;;;BOGOTA D.C;BOGOTA D.C.
9903;CORPORACION DE EDUCACION TECNOLOGICA COLSUBSIDIO- AIRBUS GROUP;ACTIVA;900401526-8;PRINCIPAL;CORPORACION;PRIVADA;INSTITUCION TECNOLOGICA;BOGOTA D.C;BOGOTA D.C.;Calle 52A No. 9-76;2550617;Ministerio de Educaci˘n Nacional;RESOLUCION;9150;21/10/2010;12;www.cetcolsubsidio.edu.co;NO;;;;;WILMAR  ALEXANDER;Chinchilla  Moreno;RECTOR;ACTA C.S.;9150;1/02/2019;1/02/2019;28/02/2019;WILMAR  ALEXANDER;Chinchilla  Moreno;REPRESENTANTE LEGAL;ACTA C.S.;46;1/02/2019;1/02/2019;28/02/2019;;BOGOTA D.C;BOGOTA D.C.
4811;CORPORACION DE ESTUDIOS SUPERIORES SALAMANDRA;ACTIVA;890.324.361;PRINCIPAL;CORPORACION;PRIVADA;INSTITUCION TECNICA PROFESIONAL;VALLE DEL CAUCA;CALI;Calle 17 A 121-399 Casa 75 A  Pance;5552133;MINISTERIO DE EDUCACION NACIONAL;RESOLUCION;11104;13/07/1983;6;www.cenda-cali.edu.co;NO;;;;MISION;LAUREANO RICARDO;QUINTERO BARRERA;RECTOR;ACTA;11104;16/02/2011;10/02/2011;;DIANA MARITZA;OSUNA GUTIERREZ;REPRESENTANTE LEGAL;ACTA;25;4/03/2011;11/03/2011;;;VALLE DEL CAUCA;CALI
3801;CORPORACION DE ESTUDIOS TECNOLOGICOS DEL NORTE DEL VALLE;ACTIVA;891.401.313-4;PRINCIPAL;CORPORACION;PRIVADA;INSTITUCION TECNOLOGICA;VALLE DEL CAUCA;CARTAGO;Calle 10  3-95;2111804;GOBIERNO DEPARTAMENTAL DEL VALLE;RESOLUCION;3712;21/09/1971;14;www.cotecnova.edu.co;NO;;;;"SU POBLACION OBJETIVO ES ESENCIALMENTE LA QUE HABITA EN EL NORTE DEL VALLE, SIN EXCLUSION DE PERSONAS DE CUALQUIER LATITUD GEOGRAFICA Y CUYA FUNCION BASICA Y TRASCEDENTAL ES LA BUSQUEDA DEL DESARROLLO INTEGRAL DEL HOMBRE MEDIANTE SU FORMACION ETICA, CIENTIFICA, TECNICA, TECNOLOGICA, HUMANISTICA Y PEDAGOGICA; DE TAL FORMA QUE PUEDE INFLUIR VITALMENTE EN LA SOCIEDAD.  TAMBIEN ES PARTE DE LA MISION LA ARTICULACION DE LA INSTITUCION AL DESARROLLO SOCIAL MEDIANTE PROGRAMAS DE INVESTIGACION Y EXTENSION.";Leonardo;Villamil Gamba;RECTOR;ACUERDO;3712;19/09/2017;25/09/2017;24/09/2021;LEONARDO;VILLAMIL GAMBA;REPRESENTANTE LEGAL;ACUERDO;010-17;19/09/2017;25/09/2017;24/09/2021;;VALLE DEL CAUCA;CARTAGO
4817;CORPORACION EDUCATIVA DEL LITORAL;ACTIVA;890.104.481-6;PRINCIPAL;CORPORACION;PRIVADA;INSTITUCION TECNICA PROFESIONAL;ATLANTICO;BARRANQUILLA;CL79 # 42F-110;3207450;GOBERNACION DEL ATLANTICO.;RESOLUCION;713;19/06/1972;6;www.corpoedulitoral.edu.co;NO;;;;"LOS  DIRECTIVOS , EL RECTOR, EL DIRECTOR ACADêMICO, LOS DIRECTORES DE PROGRAMAS, LOS PROFESORES Y ADMINISTRATIVOS,  DECLARAMOS:
QUE ESTAMOS VOLUNTARIA Y RESPONSABLEMENTE COMPROMETIDOS, A QUE LA CORPORACIÖN, MEDIANTE NUESTRO ESFUERZO FORMADOR DE ELEMENTOS CAPACES DE IMPULSAR LA TRANSFORMACIÖN EN LA PRODUCCIÖN Y EN LA CULTURA, CREE ESPACIOS DE FORMACIÖN E INSTRUCCIÖN TêCNICA, SOCIAL Y CULTURAL QUE PROPICIEN EN EL FUTURO PROFESIONAL UNA CAPACIDAD DE LIDERAZGO EN EL CONTEXTO DE LA REALIDAD COLOMBIANA PARA QUE PUEDA EMPLEAR A FONDO SU POTENCIAL HUMANO E INTELECTUAL EN LA COMPRENSIÖN DE LA DINÊMICA DE NUESTRO PAôS Y PARTICIPE ACTIVAMENTE EN LA SOLUCIÖN DE LOS PROBLEMAS URBANOS, DEPARTAMENTALES, REGIONALES Y NACIONALES.

PARA LO CUAL, NOSOTROS, ESTIMULAMOS AL ESTUDIANTE EN LA BÇSQUEDA DEL SABER, GRACIAS AL ESTUDIO Y A LA INVESTIGACIÖN, DENTRO DE LOS CRITERIOS DE RESPONSABILIDAD PERSONAL Y PROFESIONAL CONSEGUIDOS EN VIRTUD DE PRINCIPIOS êTICOS Y DE UNA ALTA EXIGENCIA ACADêMICA AUNADAS A UNA EXPERIENCIA LOGRADA DIRECTAMENTE EN PRÊCTICAS VIVIDA EN LUGARES DE TRABAJO.";Alvaro   Jesús;Cotes  Mestre;DIRECTOR;ACUERDO;713;30/05/2015;26/04/2015;25/04/2017;IRENE MARIA;INSIGNARES LOGAN;REPRESENTANTE LEGAL;ACTA;244;7/02/2019;7/02/2019;25/04/2021;;ATLANTICO;BARRANQUILLA
4817;CORPORACION EDUCATIVA DEL LITORAL;ACTIVA;890.104.481-6;PRINCIPAL;CORPORACION;PRIVADA;INSTITUCION TECNICA PROFESIONAL;ATLANTICO;BARRANQUILLA;CL79 # 42F-110;3207450;GOBERNACION DEL ATLANTICO.;RESOLUCION;713;19/06/1972;6;www.corpoedulitoral.edu.co;NO;;;;"LOS  DIRECTIVOS , EL RECTOR, EL DIRECTOR ACADêMICO, LOS DIRECTORES DE PROGRAMAS, LOS PROFESORES Y ADMINISTRATIVOS,  DECLARAMOS:
QUE ESTAMOS VOLUNTARIA Y RESPONSABLEMENTE COMPROMETIDOS, A QUE LA CORPORACIÖN, MEDIANTE NUESTRO ESFUERZO FORMADOR DE ELEMENTOS CAPACES DE IMPULSAR LA TRANSFORMACIÖN EN LA PRODUCCIÖN Y EN LA CULTURA, CREE ESPACIOS DE FORMACIÖN E INSTRUCCIÖN TêCNICA, SOCIAL Y CULTURAL QUE PROPICIEN EN EL FUTURO PROFESIONAL UNA CAPACIDAD DE LIDERAZGO EN EL CONTEXTO DE LA REALIDAD COLOMBIANA PARA QUE PUEDA EMPLEAR A FONDO SU POTENCIAL HUMANO E INTELECTUAL EN LA COMPRENSIÖN DE LA DINÊMICA DE NUESTRO PAôS Y PARTICIPE ACTIVAMENTE EN LA SOLUCIÖN DE LOS PROBLEMAS URBANOS, DEPARTAMENTALES, REGIONALES Y NACIONALES.

PARA LO CUAL, NOSOTROS, ESTIMULAMOS AL ESTUDIANTE EN LA BÇSQUEDA DEL SABER, GRACIAS AL ESTUDIO Y A LA INVESTIGACIÖN, DENTRO DE LOS CRITERIOS DE RESPONSABILIDAD PERSONAL Y PROFESIONAL CONSEGUIDOS EN VIRTUD DE PRINCIPIOS êTICOS Y DE UNA ALTA EXIGENCIA ACADêMICA AUNADAS A UNA EXPERIENCIA LOGRADA DIRECTAMENTE EN PRÊCTICAS VIVIDA EN LUGARES DE TRABAJO.";JOHANN ENRIQUE;GOMEZ PULGA;RECTOR;ACUERDO;713;6/05/2016;27/01/2016;26/01/2018;IRENE MARIA;INSIGNARES LOGAN;REPRESENTANTE LEGAL;ACTA;244;7/02/2019;7/02/2019;25/04/2021;;ATLANTICO;BARRANQUILLA
4804;CORPORACION EDUCATIVA DEL ORIENTE;INACTIVA;NO INFORMA;PRINCIPAL;CORPORACION;PRIVADA;INSTITUCION TECNICA PROFESIONAL;NORTE DE SANTANDER;CUCUTA;Av 4  15-70;5715149;MINISTERIO DE EDUCACION NACIONAL.;RESOLUCION;8532;6/06/1983;0;No disponible;NO;;;;LA CORPORACION EDUCATIVA DEL ORIENTE,  ES UNA INSTITUCION DE EDUCACION SUPERIOR DE CARACTER PRIVADO,  SIN ANIMO DE LUCRO Y SE ENMARCA DENTRO DE LOS PRINCIPIOS QUE DEFINEN LA EDUCACION SUPERIOR,  COMO DE SERVICIO PUBLICO  Y FUNCION SOCIAL, ORIENTADA HACIA LA FORMACION DE UN PROFESIONAL INTEGRO GENERADOR DE CONOCIMIENTOS, DENTRO DE LOS PRINCIPIOS DE  AUTONOMIA  Y LIBERTAD ACADEMICA, CON VALORES PERSONALES, INTELECTUALES, ETICOS, SOCIALES Y HUMANISTICOS QUE HAGAN  DE LA INSTITUCION UN ELEMENTO DINAMIZADOR DEL DESARRROLLO  BIO - PSICOSOCIAL Y ECONOMICO  DE NUESTRA REGION Y DE COLOMBIA.;MARIO ANTONIO;TOLOSA SANDOVAL;RECTOR;NO INFORMA;8532;;;;MARIO ANTONIO;TOLOSA SANDOVAL;REPRESENTANTE LEGAL;NO INFORMA;;;;;;NORTE DE SANTANDER;CUCUTA
4827;CORPORACION EDUCATIVA INSTITUTO TECNICO SUPERIOR DE ARTES, IDEARTES;ACTIVA;NO INFORMA;PRINCIPAL;CORPORACION;PRIVADA;INSTITUCION TECNICA PROFESIONAL;ANTIOQUIA;MEDELLIN;Calle 47  42-39;2175599;MINISTERIO DE EDUCACION NACIONAL.;RESOLUCION;11103;13/07/1983;0;www.institutodeartes.edu.co;NO;;;;LA MISIÖN DE LA CORPORACIÖN INSTITUTO TêCNICO SUPERIOR DE ARTES ES LA DE CONTRIBUôR A LA  FORMACIÖN DE PROFESIONALES TêCNICOS EN LOS CAMPOS DE LAS ARTES APLICADAS,  LA COMUNICACIÖN MASIVA Y LAS  TECNOLOGôAS INFORMÊTICAS, INCORPORANDO EN ELLOS LOS BENEFICIOS DE LOS AVANCES CIENTôFICOS, TECNOLÖGICOS Y TêCNICOS Y DESARROLLANDO LAS DIMENSIONES INTELECTUAL, êTICA, POLôTICA Y ESTêTICA DEL SER HUMANO, A TRAVêS DEL EJERCICIO DE SUS FUNCIONES SUSTANTIVAS DE DOCENCIA, INVESTIGACIÖN, DE PROYECCIÖN SOCIAL Y DE BIENESTAR INSTITUCIONAL, BUSCANDO SIEMPRE EL MEJORAMIENTO DE LA CALIDAD ACADêMICA Y DANDO CUMPLIMIENTO A LOS POSTULADOS ESTABLECIDOS POR LA LEY PARA LA EDUCACIÖN SUPERIOR.;MARIA ROSALBA;PAREJA DE MONTOYA;RECTOR;ACTA;11103;20/05/2013;1/06/2013;31/05/2015;MARIA ROSALBA;PAREJA DE MONTOYA;REPRESENTANTE LEGAL;ACTA;215;20/05/2013;1/06/2013;31/05/2015;;ANTIOQUIA;MEDELLIN
3810;CORPORACION EDUCATIVA -ITAE-;ACTIVA;890.203.706-2;PRINCIPAL;CORPORACION;PRIVADA;INSTITUCION TECNOLOGICA;SANTANDER;BUCARAMANGA;Calle de los Estudiantes  10-20 Ciudadela;6445323;GOBIERNO DEPARTAMENTAL DE SANTANDER.;RESOLUCION;41;8/03/1972;16;www.itae.edu.co;NO;;;;"SU MISIÖN SINTETIZA SU ACCIONAR Y PRETENDE:

FORMAR PROFESIONALES INTELECTUALMENTE COMPETENTES, EN EL ÊMBITO DE PREGRADO COMO TêCNICOS PROFESIONALES O COMO TECNÖLOGOS SEGÇN EL NIVEL DEL PROGRAMA, IMPARTIENDO UNA EDUCACIÖN CON PRINCIPIOS CONSERVADORES, DEMOCRÊTICOS Y CATÖLICOS, RECONOCIENDO A DIOS COMO FUNDAMENTO DE TODAS LAS COSAS Y LA FAMILIA COMO LA ESENCIA DE TODA SOCIEDAD.

BUSCA CREAR UNA CULTURA CIENTôFICA, ANTIDOGMÊTICA Y TOLERANTE QUE ORIENTE LOS PROCESOS DE EDUCACIÖN Y DIVULGACIÖN DE NUEVO CONOCIMIENTO, PROPONIENDO LOS CRITERIOS Y LAS NORMAS FUNDAMENTALES QUE GUôEN LOS PROYECTOS DE APERTURA DE INFORMACIÖN E INVESTIGACIÖN QUE GENEREN LOS DOCENTES Y ESTUDIANTES DE LA CORPORACIÖN EDUCATIVA ITAE BUSCANDO ASô EL CRECIMIENTO DE LA INSTITUCIÖN EN PRO DE LA SOLIDEZ CIENTôFICA QUE NUESTRA REGIÖN DEL ORIENTE DEL PAôS REQUIERE.

LUCHA POR FOMENTAR EL AVANCE DEL CONOCIMIENTO Y EN ESPECIAL SUS APLICACIONES DANDO PRIORIDAD A LAS TECNOLOGôAS DIRIGIDAS A LA SATISFACCIÖN DE LAS NECESIDADES BÊSICAS DE LA POBLACIÖN Y AL AUMENTO DE LA PRODUCTIVIDAD Y CONSECUCIÖN DE LA COMPETITIVIDAD INTERNACIONAL DEL APARATO PRODUCTIVO REGIONAL Y NACIONAL SEGÇN EL CASO, Y DE ESTA FORMA ENRIQUECER EL PERFIL PERSONAL DE LOS QUE EN êL PARTICIPAN, MEJORANDO PRIMORDIALMENTE EL NIVEL DE VIDA DE LOS HABITANTES DE NUESTRA REGIÖN.&quot;

ITAE CONSIDERA LA LABOR INVESTIGATIVA DESARROLLADA EN EL CAMPO DE LA EDUCACIÖN SUPERIOR, NO SOLO NECESARIA SINO PRIORITARIA PARA EL DESARROLLO INSTITUCIONAL Y REGIONAL.  POR CONSIGUIENTE TODA LA COMUNIDAD EDUCATIVA, DESDE SUS CUADROS DIRECTIVOS PASANDO POR SU PERSONAL ADMINISTRATIVO, ACADêMICO Y ESTUDIANTIL SE ENCUENTRA INVOLUCRADO EN ESTE CAMPO.

PROFESIONALES CON ESPôRITU Y DECISIÖN INVESTIGATIVA QUE GENEREN CRECIMIENTO Y DESARROLLO PERSONAL PROYECTADOS AL PROGRESO REGIONAL Y NACIONAL, SON LOS QUE GRADÇA LA CORPORACIÖN EDUCATIVA ITAE.";Ramiro;Serrano Serrano;RECTOR;ACTA;41;8/03/2016;28/05/2016;;Ramiro;Serrano Serrano;REPRESENTANTE LEGAL;ACTA;377-01;8/03/2016;28/05/2016;;;SANTANDER;BUCARAMANGA
4822;CORPORACION ESCUELA DE ARTES Y LETRAS;ACTIVA;860504543-1;PRINCIPAL;CORPORACION;PRIVADA;INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA;BOGOTA D.C;BOGOTA D.C.;Carrera 12  70-44/46;5417173;MINISTERIO DE EDUCACION NACIONAL;RESOLUCION;6272;4/05/1983;19;www.artesyletras.com.co;NO;;;;LA MISION DE LA CORPORACION DE ARTES Y LETRAS ES FORMAR HOMBRES PRAGMATICOS CON FUNDAMENTACION ARTISTICA Y HUMANISTICA, CON CAPACIDAD DE LIDERZGO CRITICO, CONTEXTUALIZADOS CON LA REALIDAD SOCIAL, CON VISI˘N EMPRESARIAL, LO CUAL LES FACILITAR˘ APORTAR SOLUCIONES CREATIVAS, RESPONSABLES Y DISPUESTOS A RESOLVER CONFLICTOS DENTRO DE UN AMBIENTE DE CORDIALIDAD, CUMPLIMIENTO Y RESPETO.;EDGAR IGNACIO;DIAZ SANTOS;RECTOR;RESOLUCION;6272;25/11/1998;24/08/1998;;EDGAR IGNACIO;DIAZ SANTOS;REPRESENTANTE LEGAL;RESOLUCION;1834;25/11/1998;24/08/1998;;;BOGOTA D.C;BOGOTA D.C.
